transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,total_amount,payment_method
T000320,2026-01-04,S008,P027,C0145,1,713.0,713.0,Card
T002297,2026-01-04,S006,P019,C0187,3,1613.0,4839.0,UPI
T002305,2026-01-04,S010,P017,C0176,1,2677.0,2677.0,UPI
T001599,2026-01-04,S003,P049,C0155,2,2283.0,4566.0,Wallet
T002749,2026-01-04,S007,P018,C0188,1,2484.0,2484.0,UPI
T001451,2026-01-04,S008,P026,C0187,1,765.0,765.0,UPI
T000082,2026-01-04,S004,P014,C0035,4,3156.0,12624.0,UPI
T004196,2026-01-04,S005,P036,C0004,4,1511.0,6044.0,Card
T001951,2026-01-04,S001,P003,C0041,5,8600.0,43000.0,Cash
T003705,2026-01-04,S009,P004,C0044,1,2746.0,2746.0,Card
T004099,2026-01-05,S002,P005,C0187,1,3573.0,3573.0,UPI
T003325,2026-01-05,S010,P033,C0110,3,2395.0,7185.0,UPI
T000556,2026-01-05,S009,P046,C0112,1,2159.0,2159.0,Cash
T004081,2026-01-05,S005,P025,C0165,2,227.0,454.0,Card
T000360,2026-01-05,S002,P034,C0099,1,2077.0,2077.0,Wallet
T002704,2026-01-05,S007,P016,C0126,1,1792.0,1792.0,Cash
T004465,2026-01-05,S002,P035,C0197,3,1777.0,5331.0,UPI
T001516,2026-01-05,S001,P033,C0048,1,2395.0,2395.0,Card
T000223,2026-01-05,S010,P032,C0056,1,798.0,798.0,UPI
T000100,2026-01-05,S007,P025,C0180,1,227.0,227.0,Card
T002294,2026-01-05,S006,P003,C0095,1,8600.0,8600.0,Cash
T000904,2026-01-05,S006,P049,C0057,3,2283.0,6849.0,UPI
T003768,2026-01-05,S001,P008,C0189,2,7538.0,15076.0,UPI
T002061,2026-01-05,S001,P039,C0018,1,2600.0,2600.0,Card
T003725,2026-01-06,S004,P009,C0006,1,14294.0,14294.0,UPI
T002541,2026-01-06,S003,P007,C0152,5,9089.0,45445.0,Cash
T004550,2026-01-06,S004,P047,C0184,4,4143.0,16572.0,Card
T001590,2026-01-06,S003,P004,C0011,1,2746.0,2746.0,UPI
T000326,2026-01-06,S007,P008,C0049,1,7538.0,7538.0,Card
T000773,2026-01-06,S007,P040,C0066,1,1803.0,1803.0,Wallet
T001354,2026-01-06,S009,P041,C0104,1,2912.0,2912.0,UPI
T003588,2026-01-06,S004,P044,C0007,2,346.0,692.0,Card
T002449,2026-01-06,S008,P039,C0198,1,2600.0,2600.0,Card
T002862,2026-01-06,S010,P044,C0091,5,346.0,1730.0,Card
T002640,2026-01-06,S003,P039,C0124,3,2600.0,7800.0,Card
T001884,2026-01-06,S010,P040,C0070,1,1803.0,1803.0,UPI
T002951,2026-01-06,S005,P040,C0128,1,1803.0,1803.0,UPI
T003845,2026-01-07,S005,P034,C0030,1,2077.0,2077.0,UPI
T002672,2026-01-07,S010,P016,C0011,5,1792.0,8960.0,UPI
T000489,2026-01-07,S002,P018,C0155,1,2484.0,2484.0,Card
T002192,2026-01-07,S001,P003,C0006,2,8600.0,17200.0,UPI
T001417,2026-01-07,S009,P042,C0136,5,2856.0,14280.0,UPI
T004273,2026-01-07,S004,P028,C0179,1,764.0,764.0,Wallet
T003254,2026-01-07,S007,P021,C0064,1,735.0,735.0,Wallet
T002597,2026-01-07,S007,P033,C0159,4,2395.0,9580.0,UPI
T002032,2026-01-07,S002,P026,C0170,1,765.0,765.0,UPI
T003380,2026-01-07,S010,P032,C0047,5,798.0,3990.0,UPI
T002507,2026-01-07,S007,P006,C0095,1,14885.0,14885.0,Wallet
T001117,2026-01-07,S001,P048,C0147,1,478.0,478.0,UPI
T004317,2026-01-07,S001,P014,C0150,1,3156.0,3156.0,Wallet
T000440,2026-01-07,S008,P033,C0021,1,2395.0,2395.0,Card
T001372,2026-01-07,S005,P017,C0185,1,2677.0,2677.0,UPI
T003152,2026-01-07,S005,P028,C0181,1,764.0,764.0,Card
T001977,2026-01-07,S010,P020,C0065,1,1341.0,1341.0,UPI
T004299,2026-01-07,S002,P008,C0103,2,7538.0,15076.0,Card
T003632,2026-01-07,S005,P012,C0184,3,2724.0,8172.0,Wallet
T003910,2026-01-07,S006,P044,C0020,1,346.0,346.0,Card
T001072,2026-01-07,S001,P042,C0019,1,2856.0,2856.0,UPI
T000305,2026-01-08,S010,P035,C0028,4,1777.0,7108.0,UPI
T004075,2026-01-08,S006,P031,C0176,1,2539.0,2539.0,Card
T004367,2026-01-08,S008,P040,C0039,5,1803.0,9015.0,UPI
T004364,2026-01-08,S006,P004,C0176,1,2746.0,2746.0,UPI
T000669,2026-01-08,S006,P023,C0143,2,363.0,726.0,Cash
T003189,2026-01-08,S005,P048,C0071,4,478.0,1912.0,UPI
T004555,2026-01-08,S005,P001,C0076,2,8801.0,17602.0,Wallet
T002109,2026-01-08,S008,P036,C0045,2,1511.0,3022.0,Cash
T004160,2026-01-08,S010,P010,C0082,2,1769.0,3538.0,UPI
T001129,2026-01-08,S009,P001,C0183,1,8801.0,8801.0,UPI
T004157,2026-01-08,S005,P042,C0105,1,2856.0,2856.0,Wallet
T002577,2026-01-08,S010,P050,C0175,2,3376.0,6752.0,UPI
T000499,2026-01-08,S006,P022,C0164,1,250.0,250.0,Card
T003560,2026-01-09,S004,P036,C0027,3,1511.0,4533.0,Cash
T004199,2026-01-09,S009,P029,C0126,2,817.0,1634.0,Card
T003865,2026-01-09,S009,P038,C0193,1,563.0,563.0,Card
T002413,2026-01-09,S009,P026,C0152,5,765.0,3825.0,Card
T003010,2026-01-09,S002,P050,C0125,1,3376.0,3376.0,UPI
T003730,2026-01-09,S004,P013,C0087,2,1725.0,3450.0,Card
T001158,2026-01-09,S004,P047,C0098,2,4143.0,8286.0,Cash
T003453,2026-01-09,S001,P018,C0108,1,2484.0,2484.0,UPI
T002378,2026-01-09,S008,P008,C0035,3,7538.0,22614.0,UPI
T002179,2026-01-09,S004,P002,C0124,1,15628.0,15628.0,Card
T004233,2026-01-09,S005,P015,C0146,1,1463.0,1463.0,UPI
T002859,2026-01-09,S003,P006,C0001,2,14885.0,29770.0,Card
T003707,2026-01-09,S010,P040,C0011,3,1803.0,5409.0,Card
T002368,2026-01-09,S006,P049,C0162,1,2283.0,2283.0,UPI
T004669,2026-01-09,S005,P018,C0168,1,2484.0,2484.0,UPI
T002000,2026-01-09,S001,P045,C0073,2,1526.0,3052.0,UPI
T001905,2026-01-09,S001,P003,C0043,3,8600.0,25800.0,UPI
T003476,2026-01-09,S005,P034,C0001,5,2077.0,10385.0,Cash
T002286,2026-01-09,S002,P031,C0157,2,2539.0,5078.0,UPI
T001249,2026-01-09,S004,P014,C0034,1,3156.0,3156.0,UPI
T000597,2026-01-09,S001,P009,C0089,4,14294.0,57176.0,UPI
T001589,2026-01-10,S002,P029,C0052,2,817.0,1634.0,UPI
T000141,2026-01-10,S006,P007,C0009,1,9089.0,9089.0,UPI
T004398,2026-01-10,S006,P011,C0131,5,827.0,4135.0,UPI
T001179,2026-01-10,S007,P015,C0080,1,1463.0,1463.0,UPI
T000032,2026-01-10,S006,P020,C0023,1,1341.0,1341.0,UPI
T000688,2026-01-10,S005,P020,C0154,5,1341.0,6705.0,Cash
T000631,2026-01-10,S007,P029,C0008,1,817.0,817.0,UPI
T002118,2026-01-10,S008,P027,C0073,4,713.0,2852.0,UPI
T000542,2026-01-10,S010,P035,C0077,1,1777.0,1777.0,UPI
T004116,2026-01-10,S002,P006,C0189,2,14885.0,29770.0,Wallet
T002792,2026-01-10,S006,P010,C0199,2,1769.0,3538.0,Card
T000560,2026-01-10,S006,P040,C0198,1,1803.0,1803.0,Card
T004783,2026-01-10,S006,P041,C0178,1,2912.0,2912.0,UPI
T001051,2026-01-10,S002,P005,C0085,4,3573.0,14292.0,Wallet
T002698,2026-01-10,S009,P012,C0069,2,2724.0,5448.0,Wallet
T001684,2026-01-10,S010,P010,C0011,2,1769.0,3538.0,UPI
T002136,2026-01-11,S004,P002,C0031,2,15628.0,31256.0,Card
T002537,2026-01-11,S003,P015,C0117,5,1463.0,7315.0,UPI
T000193,2026-01-11,S009,P009,C0155,3,14294.0,42882.0,UPI
T004125,2026-01-11,S003,P006,C0034,2,14885.0,29770.0,Cash
T000598,2026-01-11,S003,P047,C0107,1,4143.0,4143.0,Cash
T000950,2026-01-11,S004,P016,C0041,2,1792.0,3584.0,UPI
T001247,2026-01-11,S010,P026,C0162,2,765.0,1530.0,UPI
T001657,2026-01-11,S009,P021,C0180,3,735.0,2205.0,Card
T004044,2026-01-11,S008,P009,C0144,2,14294.0,28588.0,UPI
T002417,2026-01-11,S003,P042,C0042,4,2856.0,11424.0,UPI
T004237,2026-01-11,S003,P016,C0096,1,1792.0,1792.0,UPI
T004466,2026-01-11,S002,P017,C0058,2,2677.0,5354.0,UPI
T003658,2026-01-11,S002,P036,C0171,2,1511.0,3022.0,UPI
T003142,2026-01-11,S010,P010,C0018,2,1769.0,3538.0,Card
T004145,2026-01-11,S008,P020,C0116,1,1341.0,1341.0,UPI
T003459,2026-01-11,S009,P023,C0124,2,363.0,726.0,UPI
T001233,2026-01-11,S005,P028,C0199,1,764.0,764.0,UPI
T000309,2026-01-11,S002,P023,C0123,2,363.0,726.0,Card
T000365,2026-01-11,S005,P014,C0167,1,3156.0,3156.0,UPI
T002864,2026-01-11,S007,P016,C0086,2,1792.0,3584.0,UPI
T002912,2026-01-11,S001,P003,C0104,3,8600.0,25800.0,Wallet
T004655,2026-01-11,S010,P024,C0045,1,280.0,280.0,Card
T001406,2026-01-12,S007,P036,C0092,3,1511.0,4533.0,UPI
T001434,2026-01-12,S003,P016,C0168,4,1792.0,7168.0,UPI
T001306,2026-01-12,S001,P021,C0083,2,735.0,1470.0,Card
T000562,2026-01-12,S010,P023,C0044,1,363.0,363.0,Card
T004349,2026-01-12,S003,P039,C0194,1,2600.0,2600.0,UPI
T002737,2026-01-12,S005,P007,C0123,2,9089.0,18178.0,Cash
T000541,2026-01-12,S010,P002,C0008,5,15628.0,78140.0,Card
T000276,2026-01-12,S009,P006,C0146,1,14885.0,14885.0,Card
T004535,2026-01-13,S010,P021,C0155,1,735.0,735.0,Card
T000976,2026-01-13,S007,P007,C0177,2,9089.0,18178.0,Cash
T004221,2026-01-13,S002,P037,C0049,1,924.0,924.0,Cash
T003552,2026-01-13,S005,P012,C0176,2,2724.0,5448.0,Card
T004787,2026-01-13,S004,P018,C0189,1,2484.0,2484.0,Wallet
T000991,2026-01-13,S005,P040,C0068,1,1803.0,1803.0,Cash
T003163,2026-01-13,S005,P044,C0123,2,346.0,692.0,UPI
T003701,2026-01-13,S006,P006,C0175,3,14885.0,44655.0,UPI
T001536,2026-01-13,S008,P005,C0052,2,3573.0,7146.0,UPI
T003461,2026-01-13,S004,P040,C0163,4,1803.0,7212.0,UPI
T000779,2026-01-13,S002,P012,C0122,2,2724.0,5448.0,Cash
T002319,2026-01-13,S007,P030,C0155,5,329.0,1645.0,UPI
T003120,2026-01-13,S007,P032,C0154,4,798.0,3192.0,UPI
T001985,2026-01-13,S005,P016,C0025,3,1792.0,5376.0,Card
T004811,2026-01-13,S003,P023,C0039,2,363.0,726.0,UPI
T004216,2026-01-13,S009,P028,C0156,4,764.0,3056.0,Wallet
T003468,2026-01-13,S003,P048,C0190,2,478.0,956.0,UPI
T002107,2026-01-13,S008,P020,C0114,1,1341.0,1341.0,Wallet
T003957,2026-01-13,S005,P016,C0098,1,1792.0,1792.0,Card
T001939,2026-01-13,S003,P004,C0081,1,2746.0,2746.0,UPI
T004399,2026-01-13,S006,P030,C0146,2,329.0,658.0,Card
T001751,2026-01-13,S004,P016,C0129,1,1792.0,1792.0,UPI
T003528,2026-01-13,S006,P050,C0046,1,3376.0,3376.0,Card
T004894,2026-01-14,S003,P037,C0125,2,924.0,1848.0,UPI
T002277,2026-01-14,S010,P002,C0183,1,15628.0,15628.0,Cash
T004905,2026-01-14,S008,P049,C0026,1,2283.0,2283.0,Wallet
T002671,2026-01-14,S006,P012,C0091,4,2724.0,10896.0,UPI
T000758,2026-01-14,S003,P032,C0188,4,798.0,3192.0,UPI
T002663,2026-01-14,S003,P039,C0051,5,2600.0,13000.0,UPI
T002619,2026-01-14,S008,P039,C0183,2,2600.0,5200.0,UPI
T001564,2026-01-14,S004,P007,C0085,3,9089.0,27267.0,Card
T001461,2026-01-14,S009,P008,C0009,2,7538.0,15076.0,Card
T004977,2026-01-14,S002,P018,C0017,5,2484.0,12420.0,Card
T000020,2026-01-14,S009,P015,C0198,5,1463.0,7315.0,UPI
T001981,2026-01-14,S003,P045,C0096,1,1526.0,1526.0,UPI
T000488,2026-01-14,S010,P021,C0074,1,735.0,735.0,Wallet
T004572,2026-01-15,S009,P041,C0147,4,2912.0,11648.0,UPI
T001415,2026-01-15,S003,P005,C0140,1,3573.0,3573.0,UPI
T003127,2026-01-15,S010,P019,C0168,3,1613.0,4839.0,Card
T002501,2026-01-15,S003,P049,C0082,3,2283.0,6849.0,Card
T003790,2026-01-15,S002,P050,C0122,1,3376.0,3376.0,Card
T003343,2026-01-15,S005,P019,C0167,2,1613.0,3226.0,Cash
T003907,2026-01-15,S007,P017,C0171,3,2677.0,8031.0,Card
T004325,2026-01-15,S008,P031,C0103,3,2539.0,7617.0,UPI
T000794,2026-01-15,S001,P042,C0017,3,2856.0,8568.0,UPI
T001476,2026-01-15,S003,P028,C0102,1,764.0,764.0,UPI
T000777,2026-01-15,S009,P029,C0058,1,817.0,817.0,UPI
T004429,2026-01-15,S007,P006,C0040,5,14885.0,74425.0,Card
T003742,2026-01-15,S001,P012,C0107,5,2724.0,13620.0,Card
T004035,2026-01-15,S005,P014,C0067,3,3156.0,9468.0,UPI
T002581,2026-01-15,S006,P005,C0163,3,3573.0,10719.0,UPI
T004305,2026-01-16,S007,P015,C0028,1,1463.0,1463.0,Wallet
T002736,2026-01-16,S007,P013,C0077,1,1725.0,1725.0,UPI
T002117,2026-01-16,S002,P024,C0177,1,280.0,280.0,UPI
T000759,2026-01-16,S010,P022,C0097,1,250.0,250.0,Card
T000983,2026-01-16,S001,P043,C0068,2,3092.0,6184.0,Cash
T001474,2026-01-16,S006,P026,C0154,2,765.0,1530.0,Card
T004818,2026-01-16,S002,P025,C0173,2,227.0,454.0,Card
T002272,2026-01-16,S010,P031,C0145,1,2539.0,2539.0,Card
T002398,2026-01-16,S004,P045,C0010,3,1526.0,4578.0,UPI
T002769,2026-01-16,S009,P005,C0024,2,3573.0,7146.0,UPI
T002468,2026-01-17,S010,P008,C0054,3,7538.0,22614.0,Cash
T002554,2026-01-17,S003,P008,C0152,1,7538.0,7538.0,Card
T004616,2026-01-17,S001,P008,C0007,5,7538.0,37690.0,Card
T004628,2026-01-17,S005,P017,C0039,4,2677.0,10708.0,Cash
T004406,2026-01-17,S001,P040,C0064,1,1803.0,1803.0,Wallet
T001706,2026-01-17,S004,P033,C0012,3,2395.0,7185.0,Card
T000217,2026-01-17,S001,P002,C0014,4,15628.0,62512.0,UPI
T002463,2026-01-17,S008,P033,C0036,1,2395.0,2395.0,UPI
T003348,2026-01-17,S002,P007,C0124,2,9089.0,18178.0,UPI
T003741,2026-01-17,S005,P041,C0074,1,2912.0,2912.0,UPI
T003751,2026-01-17,S005,P028,C0187,5,764.0,3820.0,Cash
T003678,2026-01-17,S003,P031,C0021,1,2539.0,2539.0,Cash
T004410,2026-01-17,S008,P012,C0184,1,2724.0,2724.0,UPI
T000892,2026-01-18,S001,P029,C0064,1,817.0,817.0,Card
T004109,2026-01-18,S009,P039,C0008,1,2600.0,2600.0,UPI
T000137,2026-01-18,S005,P031,C0156,2,2539.0,5078.0,UPI
T000480,2026-01-18,S001,P043,C0001,1,3092.0,3092.0,UPI
T001044,2026-01-18,S006,P013,C0025,2,1725.0,3450.0,Wallet
T003089,2026-01-18,S004,P039,C0121,2,2600.0,5200.0,Cash
T001786,2026-01-18,S007,P021,C0065,3,735.0,2205.0,Card
T000975,2026-01-18,S005,P017,C0008,3,2677.0,8031.0,UPI
T000265,2026-01-18,S004,P027,C0145,3,713.0,2139.0,UPI
T003634,2026-01-18,S004,P009,C0092,1,14294.0,14294.0,Card
T000637,2026-01-18,S001,P018,C0001,1,2484.0,2484.0,Card
T002993,2026-01-18,S002,P002,C0082,1,15628.0,15628.0,UPI
T003454,2026-01-19,S006,P044,C0106,5,346.0,1730.0,UPI
T000005,2026-01-19,S009,P041,C0104,4,2912.0,11648.0,Card
T002238,2026-01-19,S007,P027,C0034,2,713.0,1426.0,Cash
T003563,2026-01-19,S008,P036,C0153,1,1511.0,1511.0,Cash
T001226,2026-01-19,S004,P002,C0033,5,15628.0,78140.0,Cash
T000578,2026-01-19,S006,P016,C0121,2,1792.0,3584.0,UPI
T002837,2026-01-19,S007,P046,C0028,1,2159.0,2159.0,UPI
T004106,2026-01-19,S004,P021,C0049,1,735.0,735.0,UPI
T004483,2026-01-19,S007,P050,C0025,3,3376.0,10128.0,UPI
T003440,2026-01-19,S010,P040,C0119,4,1803.0,7212.0,Cash
T000671,2026-01-19,S001,P045,C0047,3,1526.0,4578.0,Card
T002426,2026-01-19,S006,P026,C0120,1,765.0,765.0,UPI
T004195,2026-01-19,S002,P047,C0069,2,4143.0,8286.0,UPI
T000304,2026-01-19,S007,P014,C0009,1,3156.0,3156.0,UPI
T003317,2026-01-19,S001,P041,C0144,1,2912.0,2912.0,Card
T004272,2026-01-20,S009,P020,C0075,1,1341.0,1341.0,UPI
T003011,2026-01-20,S010,P017,C0198,1,2677.0,2677.0,UPI
T003194,2026-01-20,S002,P022,C0189,2,250.0,500.0,Card
T004080,2026-01-20,S007,P007,C0047,2,9089.0,18178.0,Card
T003784,2026-01-20,S010,P018,C0183,5,2484.0,12420.0,Cash
T001816,2026-01-20,S009,P031,C0044,5,2539.0,12695.0,Cash
T003877,2026-01-20,S003,P048,C0077,1,478.0,478.0,Cash
T004376,2026-01-20,S005,P040,C0137,1,1803.0,1803.0,UPI
T002301,2026-01-20,S001,P048,C0009,4,478.0,1912.0,UPI
T000205,2026-01-20,S005,P002,C0120,1,15628.0,15628.0,Card
T004059,2026-01-20,S001,P038,C0049,1,563.0,563.0,UPI
T000052,2026-01-21,S004,P021,C0113,2,735.0,1470.0,Card
T002400,2026-01-21,S002,P002,C0125,1,15628.0,15628.0,Card
T003255,2026-01-21,S003,P037,C0003,4,924.0,3696.0,UPI
T000615,2026-01-21,S008,P016,C0088,2,1792.0,3584.0,UPI
T000027,2026-01-21,S007,P025,C0142,2,227.0,454.0,UPI
T001066,2026-01-21,S008,P050,C0063,2,3376.0,6752.0,Card
T004987,2026-01-21,S001,P032,C0029,1,798.0,798.0,Wallet
T002251,2026-01-21,S008,P011,C0064,1,827.0,827.0,Cash
T003894,2026-01-21,S001,P022,C0105,5,250.0,1250.0,UPI
T002483,2026-01-21,S005,P033,C0198,1,2395.0,2395.0,Wallet
T004049,2026-01-21,S007,P019,C0084,1,1613.0,1613.0,Wallet
T003427,2026-01-21,S007,P027,C0038,1,713.0,713.0,Wallet
T000074,2026-01-22,S009,P018,C0102,4,2484.0,9936.0,UPI
T000702,2026-01-22,S007,P003,C0076,1,8600.0,8600.0,UPI
T001673,2026-01-22,S003,P033,C0100,3,2395.0,7185.0,Card
T004439,2026-01-22,S008,P005,C0082,4,3573.0,14292.0,Wallet
T002803,2026-01-22,S003,P034,C0054,1,2077.0,2077.0,Card
T003684,2026-01-22,S003,P042,C0111,1,2856.0,2856.0,UPI
T001274,2026-01-22,S009,P022,C0070,2,250.0,500.0,Card
T001855,2026-01-22,S006,P003,C0014,1,8600.0,8600.0,Cash
T004506,2026-01-22,S003,P033,C0095,1,2395.0,2395.0,UPI
T003024,2026-01-22,S002,P013,C0028,1,1725.0,1725.0,Card
T001076,2026-01-22,S001,P041,C0076,3,2912.0,8736.0,Wallet
T004915,2026-01-22,S001,P006,C0076,1,14885.0,14885.0,UPI
T003971,2026-01-22,S008,P016,C0143,2,1792.0,3584.0,Cash
T001244,2026-01-22,S003,P011,C0198,2,827.0,1654.0,Wallet
T001899,2026-01-22,S003,P026,C0075,2,765.0,1530.0,Card
T001523,2026-01-22,S002,P047,C0012,3,4143.0,12429.0,Card
T002088,2026-01-22,S007,P008,C0062,1,7538.0,7538.0,UPI
T004630,2026-01-22,S010,P044,C0161,1,346.0,346.0,Cash
T003170,2026-01-22,S005,P022,C0145,2,250.0,500.0,UPI
T003956,2026-01-23,S008,P030,C0147,4,329.0,1316.0,Wallet
T001328,2026-01-23,S006,P031,C0040,2,2539.0,5078.0,UPI
T001296,2026-01-23,S010,P017,C0009,2,2677.0,5354.0,Cash
T002992,2026-01-23,S002,P008,C0067,1,7538.0,7538.0,UPI
T002835,2026-01-23,S009,P011,C0132,1,827.0,827.0,Card
T001042,2026-01-23,S003,P045,C0148,2,1526.0,3052.0,UPI
T004159,2026-01-23,S008,P026,C0123,2,765.0,1530.0,Card
T003967,2026-01-23,S006,P044,C0023,3,346.0,1038.0,Cash
T003983,2026-01-23,S010,P042,C0103,1,2856.0,2856.0,UPI
T000312,2026-01-23,S007,P018,C0016,1,2484.0,2484.0,Cash
T001784,2026-01-24,S004,P033,C0199,2,2395.0,4790.0,Wallet
T004149,2026-01-24,S005,P023,C0100,5,363.0,1815.0,UPI
T003318,2026-01-24,S009,P007,C0146,1,9089.0,9089.0,Cash
T004460,2026-01-24,S003,P041,C0005,1,2912.0,2912.0,Cash
T003839,2026-01-24,S004,P049,C0172,2,2283.0,4566.0,Card
T001497,2026-01-24,S009,P005,C0052,1,3573.0,3573.0,Card
T002531,2026-01-24,S004,P046,C0076,4,2159.0,8636.0,Wallet
T004425,2026-01-24,S006,P042,C0039,2,2856.0,5712.0,UPI
T001287,2026-01-24,S008,P028,C0102,1,764.0,764.0,UPI
T001438,2026-01-24,S004,P007,C0030,2,9089.0,18178.0,Card
T002234,2026-01-24,S002,P023,C0098,4,363.0,1452.0,Card
T001532,2026-01-24,S007,P045,C0006,1,1526.0,1526.0,Card
T000184,2026-01-24,S002,P030,C0061,5,329.0,1645.0,Wallet
T001220,2026-01-24,S009,P035,C0046,5,1777.0,8885.0,Card
T002324,2026-01-25,S001,P007,C0172,5,9089.0,45445.0,Wallet
T001875,2026-01-25,S002,P018,C0066,1,2484.0,2484.0,Cash
T002826,2026-01-25,S010,P037,C0059,4,924.0,3696.0,Wallet
T003407,2026-01-25,S005,P018,C0198,1,2484.0,2484.0,Card
T000943,2026-01-25,S007,P048,C0069,1,478.0,478.0,UPI
T000095,2026-01-25,S002,P024,C0016,5,280.0,1400.0,Card
T001876,2026-01-25,S006,P044,C0030,4,346.0,1384.0,Cash
T004255,2026-01-25,S005,P030,C0045,3,329.0,987.0,UPI
T002566,2026-01-25,S003,P017,C0151,2,2677.0,5354.0,UPI
T000399,2026-01-25,S004,P015,C0025,5,1463.0,7315.0,Cash
T000839,2026-01-25,S001,P012,C0184,2,2724.0,5448.0,UPI
T004688,2026-01-25,S005,P034,C0023,2,2077.0,4154.0,UPI
T003532,2026-01-25,S001,P041,C0033,3,2912.0,8736.0,Card
T003361,2026-01-25,S002,P041,C0043,2,2912.0,5824.0,Wallet
T003890,2026-01-25,S002,P028,C0188,2,764.0,1528.0,UPI
T000368,2026-01-25,S004,P030,C0042,3,329.0,987.0,UPI
T004913,2026-01-25,S007,P026,C0010,1,765.0,765.0,UPI
T004578,2026-01-26,S005,P026,C0012,1,765.0,765.0,Cash
T003397,2026-01-26,S006,P017,C0061,2,2677.0,5354.0,UPI
T002523,2026-01-26,S002,P014,C0129,5,3156.0,15780.0,UPI
T003926,2026-01-26,S004,P016,C0065,1,1792.0,1792.0,Card
T000537,2026-01-26,S003,P014,C0098,2,3156.0,6312.0,Card
T004120,2026-01-26,S005,P029,C0144,2,817.0,1634.0,UPI
T001377,2026-01-26,S005,P009,C0093,2,14294.0,28588.0,UPI
T003978,2026-01-26,S009,P007,C0084,3,9089.0,27267.0,Wallet
T003617,2026-01-26,S007,P011,C0174,2,827.0,1654.0,Card
T000271,2026-01-26,S006,P025,C0126,2,227.0,454.0,UPI
T003298,2026-01-26,S005,P040,C0045,1,1803.0,1803.0,Card
T001201,2026-01-27,S003,P034,C0151,2,2077.0,4154.0,Card
T004719,2026-01-27,S005,P038,C0130,1,563.0,563.0,Cash
T000267,2026-01-27,S002,P040,C0008,2,1803.0,3606.0,Wallet
T004503,2026-01-27,S009,P001,C0080,1,8801.0,8801.0,UPI
T000405,2026-01-27,S003,P025,C0176,2,227.0,454.0,Card
T001170,2026-01-27,S004,P003,C0013,2,8600.0,17200.0,Cash
T000887,2026-01-27,S007,P008,C0171,1,7538.0,7538.0,Wallet
T002403,2026-01-27,S004,P039,C0162,5,2600.0,13000.0,Card
T004217,2026-01-28,S003,P043,C0133,3,3092.0,9276.0,UPI
T001319,2026-01-28,S006,P022,C0199,2,250.0,500.0,Card
T004232,2026-01-28,S007,P030,C0127,3,329.0,987.0,Wallet
T003005,2026-01-28,S010,P018,C0131,2,2484.0,4968.0,UPI
T001266,2026-01-28,S006,P029,C0113,5,817.0,4085.0,UPI
T003302,2026-01-28,S008,P030,C0054,1,329.0,329.0,Cash
T002182,2026-01-28,S001,P050,C0076,1,3376.0,3376.0,Card
T002152,2026-01-28,S003,P004,C0135,1,2746.0,2746.0,Card
T004853,2026-01-28,S005,P004,C0084,4,2746.0,10984.0,UPI
T001867,2026-01-28,S008,P031,C0167,1,2539.0,2539.0,UPI
T001777,2026-01-28,S008,P041,C0033,2,2912.0,5824.0,UPI
T001359,2026-01-28,S004,P022,C0158,4,250.0,1000.0,Wallet
T003990,2026-01-29,S003,P009,C0062,2,14294.0,28588.0,UPI
T002018,2026-01-29,S008,P004,C0120,2,2746.0,5492.0,UPI
T002442,2026-01-29,S007,P040,C0021,1,1803.0,1803.0,UPI
T001369,2026-01-29,S001,P012,C0095,5,2724.0,13620.0,UPI
T001393,2026-01-29,S010,P011,C0025,1,827.0,827.0,UPI
T004677,2026-01-29,S003,P023,C0128,1,363.0,363.0,Card
T001715,2026-01-29,S004,P042,C0072,5,2856.0,14280.0,UPI
T000763,2026-01-29,S005,P031,C0053,5,2539.0,12695.0,Card
T004003,2026-01-29,S004,P028,C0178,3,764.0,2292.0,Cash
T004008,2026-01-29,S001,P034,C0029,4,2077.0,8308.0,Wallet
T002391,2026-01-29,S009,P011,C0102,2,827.0,1654.0,UPI
T002362,2026-01-29,S003,P013,C0191,1,1725.0,1725.0,Card
T003538,2026-01-29,S007,P033,C0163,2,2395.0,4790.0,UPI
T000400,2026-01-29,S005,P048,C0156,1,478.0,478.0,UPI
T003075,2026-01-30,S007,P022,C0100,5,250.0,1250.0,UPI
T001188,2026-01-30,S008,P041,C0041,1,2912.0,2912.0,Wallet
T003887,2026-01-30,S001,P013,C0066,3,1725.0,5175.0,UPI
T003016,2026-01-30,S009,P023,C0035,1,363.0,363.0,Card
T000498,2026-01-30,S010,P047,C0180,5,4143.0,20715.0,UPI
T001104,2026-01-30,S006,P046,C0199,2,2159.0,4318.0,Card
T000055,2026-01-30,S007,P012,C0153,2,2724.0,5448.0,Card
T003712,2026-01-30,S010,P010,C0191,5,1769.0,8845.0,UPI
T000268,2026-01-30,S004,P031,C0141,3,2539.0,7617.0,UPI
T003506,2026-01-30,S005,P040,C0023,3,1803.0,5409.0,Cash
T000431,2026-01-30,S001,P044,C0157,3,346.0,1038.0,Wallet
T000677,2026-01-30,S010,P004,C0044,2,2746.0,5492.0,Wallet
T003540,2026-01-30,S006,P035,C0090,2,1777.0,3554.0,UPI
T000830,2026-01-30,S001,P003,C0009,5,8600.0,43000.0,Card
T004167,2026-01-31,S001,P044,C0165,3,346.0,1038.0,Card
T003103,2026-01-31,S002,P021,C0141,1,735.0,735.0,UPI
